"dog_number","birth_date","age","sex","group","abridged_Name","fractions","exposure_time","first_exposure_age","dose_per_minute","dose_per_fraction","total_dose","total_dose","daily_dose","days_exposed","first_exposure_age","interrupts",
"3775","1979-05-05","1185","M","2520","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","1521.0","2","811","374","0",
"3776","1979-05-05","881","F","5000","Hematological Changes","1","20.0","871","15.0","300.0","300.0","","","","","",
"3777","1979-05-05","2","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3778","1979-05-05","881","F","5000","Hematological Changes","1","20.0","871","15.0","300.0","300.0","","","","","",
"3779","1979-05-07","0","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3780","1979-05-07","7","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3781","1979-05-07","396","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3782","1979-05-07","3551","F","2520","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","5961.0","2","3179","372","0",
"3783","1979-05-07","1","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3784","1979-05-07","4278","M","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"3785","1979-05-30","870","F","5000","Hematological Changes","1","2.8","860","6.0","17.0","17.0","","","","","",
"3786","1979-05-30","870","F","5000","Hematological Changes","1","2.8","860","6.0","17.0","17.0","","","","","",
"3787","1979-05-30","3816","F","2520","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","1667.0","2","889","349","0",
"3788","1979-05-30","93","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3789","1979-05-30","858","M","3107","Gamma-Irradiation until Death","","","","","","","1538.0","8","205","653","0",
"3790","1979-05-30","93","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3791","1979-05-30","892","M","3107","Gamma-Irradiation until Death","","","","","","","1793.0","8","239","653","0",
"3792","1979-07-03","162","F","3500","Hematological Changes","1","20.0","22","8.4","169.0","169.0","","","","","",
"3793","1979-07-03","162","F","3500","Hematological Changes","1","20.0","22","8.4","169.0","169.0","","","","","",
"3794","1979-07-03","162","F","3500","Hematological Changes","1","20.0","22","8.4","169.0","169.0","","","","","",
"3795","1979-07-03","162","F","3500","Hematological Changes","1","20.0","22","8.4","169.0","169.0","","","","","",
"3796","1979-07-03","162","F","3500","Hematological Changes","1","20.0","22","8.4","169.0","169.0","","","","","",
"3797","1979-07-03","7","M","20","Stocks, Breeders, etc.","","","","","","","","","","","",
"3798","1979-07-29","2287","M","150","Gamma-Irradiation until Death","","","","","","","","","","","",
"3799","1979-07-29","751","M","3107","Gamma-Irradiation until Death","","","","","","","1185.0","8","158","593","0",
"3800","1979-07-29","1978","M","5800","Development of Techniques and Proceedures","","","","","","","","","","","",
"3801","1979-07-29","3830","M","2520","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","1556.0","2","830","347","0",
"3802","1979-07-29","833","M","3107","Gamma-Irradiation until Death","","","","","","","1800.0","8","240","593","0",
"3803","1979-08-07","6","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3804","1979-08-07","3313","F","2520","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","1556.0","2","830","338","0",
"3805","1979-08-07","801","F","5000","Hematological Changes","1","5.0","791","3.0","15.0","15.0","","","","","",
"3806","1979-08-07","801","F","5000","Hematological Changes","1","5.0","791","3.0","15.0","15.0","","","","","",
"3807","1979-08-07","2688","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"3808","1979-08-07","808","F","5000","Hematological Changes","1","10.0","798","1.5","15.0","15.0","","","","","",
"3809","1979-08-07","3960","F","2520","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","6698.0","2","3572","388","0",
"3810","1979-08-07","19","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3811","1979-08-07","1472","M","5400","Lithium and Potassium Study","","","","","","","","","","","",
"3812","1979-08-07","2403","M","2520","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","1558.0","2","831","338","0",
"3813","1979-08-30","0","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3814","1979-08-30","269","F","2360","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","1478.0","8","197","72","0",
"3815","1979-08-30","2433","F","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"3816","1979-08-30","2234","F","120","Stocks, Breeders, etc.","","","","","","","","","","","",
"3817","1979-08-30","3910","M","2520","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","6647.0","2","3545","365","0",
"3818","1979-08-30","411","M","2360","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","2543.0","8","339","72","0",
"3819","1979-08-30","271","F","2360","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","1493.0","8","199","72","0",
"3820","1979-08-30","3161","F","2520","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","5243.0","2","2796","365","0",
"3821","1979-08-30","785","F","5000","Hematological Changes","1","10.0","775","1.5","15.0","15.0","","","","","",
"3822","1979-08-30","3102","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"3823","1979-08-30","2234","M","120","Stocks, Breeders, etc.","","","","","","","","","","","",
"3824","1979-08-30","1436","M","2360","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","10230.0","8","1364","72","0",
"3825","1979-09-04","308","F","2360","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","1808.0","8","241","67","0",
"3826","1979-09-04","409","M","2360","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","2565.0","8","342","67","0",
"3827","1979-09-04","861","M","3107","Gamma-Irradiation until Death","","","","","","","2288.0","8","305","556","0",
"3828","1979-09-04","1669","M","3107","Gamma-Irradiation until Death","","","","","","","8348.0","8","1113","556","0",
"3829","1979-09-04","808","M","3107","Gamma-Irradiation until Death","","","","","","","1890.0","8","252","556","0",
"3830","1979-09-04","345","M","2360","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","2085.0","8","278","67","0",
"3831","1979-09-24","1058","F","2360","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","7560.0","8","1008","50","0",
"3832","1979-09-24","1882","F","2360","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","13740.0","8","1832","50","0",
"3833","1979-09-24","760","F","5000","Hematological Changes","1","20.0","750","0.8","15.0","15.0","","","","","",
"3834","1979-09-24","642","M","2360","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","4440.0","8","592","50","0",
"3835","1979-09-24","4138","M","100","Stocks, Breeders, etc.","","","","","","","","","","","",
"3836","1979-10-01","2633","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"3837","1979-10-01","1214","F","5000","Hematological Changes","1","21.0","1206","31.0","652.0","652.0","","","","","",
"3838","1979-10-01","753","F","5000","Hematological Changes","1","20.0","743","0.8","15.0","15.0","","","","","",
"3839","1979-10-01","1417","M","170","Lithium and Potassium Study","","","","","","","","","","","",
"3840","1979-10-01","1417","M","5400","Lithium and Potassium Study","","","","","","","","","","","",
"3841","1979-10-20","1398","F","5400","Lithium and Potassium Study","1","9.7","1145","15.5","150.0","150.0","","","","","",
"3842","1979-10-20","3790","F","320","Stocks, Breeders, etc.","","","","","","","","","","","",
"3843","1979-10-20","1398","M","5400","Lithium and Potassium Study","","","","","","","","","","","",
"3844","1979-10-20","0","M","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"3845","1979-10-22","1396","F","5400","Lithium and Potassium Study","","","","","","","","","","","",
"3846","1979-10-22","2612","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"3847","1980-02-22","1641","F","2450","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","4515.0","4","1204","437","0",
"3848","1980-02-22","1876","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"3849","1980-02-22","2432","F","2450","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","7478.0","4","1994","438","0",
"3850","1980-02-22","222","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3851","1980-02-22","2292","M","2450","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","6956.0","4","1855","437","0",
"3852","1980-02-22","226","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3853","1980-03-30","183","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3854","1980-03-30","187","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3855","1980-03-30","3024","F","2450","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","9840.0","4","2624","400","0",
"3856","1980-03-30","187","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3857","1980-03-30","2038","M","2450","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","6139.0","4","1637","401","0",
"3858","1980-03-30","191","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3859","1980-04-30","832","F","2450","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","1733.0","4","462","370","0",
"3860","1980-04-30","27","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3861","1980-04-30","2280","M","2450","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","7163.0","4","1910","370","0",
"3862","1980-04-30","3156","M","150","Gamma-Irradiation until Death","","","","","","","","","","","",
"3863","1980-04-30","2696","M","2450","Leukemogenesis: Whole Life Gamma-Irradiation","","","","","","","8727.0","4","2327","369","0",
"3864","1980-05-04","885","F","3108","Gamma-Irradiation until Death","","","","","","","2363.0","8","315","570","0",
"3865","1980-05-04","155","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3866","1980-05-04","2007","M","150","Gamma-Irradiation until Death","","","","","","","","","","","",
"3867","1980-05-04","2167","M","3030","Gamma-Irradiation until Death","","","","","","","6488.0","4","1730","437","0",
"3868","1980-05-04","155","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3869","1980-05-04","154","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3870","1980-05-13","145","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3871","1980-05-13","1455","F","3108","Gamma-Irradiation until Death","","","","","","","6705.0","8","894","561","0",
"3872","1980-05-13","554","M","3201","Gamma-Irradiation until Death","","","","","","","1785.0","13","140","414","0",
"3873","1980-05-13","1192","M","5400","Lithium and Potassium Study","1","9.7","939","15.5","150.0","150.0","","","","","",
"3874","1980-05-13","147","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3875","1980-05-13","146","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3876","1980-06-01","1979","F","150","Gamma-Irradiation until Death","","","","","","","","","","","",
"3877","1980-06-01","2","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3878","1980-06-01","3560","F","320","Stocks, Breeders, etc.","","","","","","","","","","","",
"3879","1980-06-01","754","F","3108","Gamma-Irradiation until Death","","","","","","","1590.0","8","212","542","0",
"3880","1980-06-01","2","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3881","1980-06-02","0","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3882","1980-06-02","725","F","3108","Gamma-Irradiation until Death","","","","","","","1380.0","8","184","541","0",
"3883","1980-06-02","125","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3884","1980-06-02","748","F","3108","Gamma-Irradiation until Death","","","","","","","1553.0","8","207","541","0",
"3885","1980-06-02","1929","M","3030","Gamma-Irradiation until Death","","","","","","","5704.0","4","1521","408","0",
"3886","1980-06-02","553","M","3201","Gamma-Irradiation until Death","","","","","","","2027.0","13","159","394","0",
"3887","1981-01-23","0","F","8400","Stocks, Breeders, etc.","","","","","","","","","","","",
"3888","1981-01-23","2153","F","5800","Development of Techniques and Proceedures","","","","","","","","","","","",
"3889","1981-01-23","2867","F","220","Stocks, Breeders, etc.","","","","","","","","","","","",
"3890","1981-01-23","1222","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3891","1981-01-23","3","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3892","1981-01-23","10","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3893","1981-01-23","6","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3894","1981-01-23","2","M","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3895","1981-01-29","1","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3896","1981-01-29","7","F","10","Stocks, Breeders, etc.","","","","","","","","","","","",
"3897","1981-01-29","931","F","8000","Acute Exposure and Reticuloendothelial System","","","","","","","","","","","",
"3898","1981-01-29","931","M","8000","Acute Exposure and Reticuloendothelial System","","","","","","","","","","","",
"3899","1981-03-31","891","F","5800","Development of Techniques and Proceedures","","","","","","","","","","","",
"3900","1981-03-31","3264","F","320","Stocks, Breeders, etc.","","","","","","","","","","","",
"3901","1981-03-31","3255","F","320","Stocks, Breeders, etc.","","","","","","","","","","","",
"3902","1981-03-31","625","M","3109","Gamma-Irradiation until Death","","","","","","","1373.0","8","183","442","0",
"3903","1981-03-31","2821","M","150","Gamma-Irradiation until Death","","","","","","","","","","","",
"3904","1981-04-04","887","F","5800","Development of Techniques and Proceedures","","","","","","","","","","","",
"3905","1981-04-04","691","M","3109","Gamma-Irradiation until Death","","","","","","","1898.0","8","253","438","0",
"3906","1981-04-04","580","M","3109","Gamma-Irradiation until Death","","","","","","","1065.0","8","142","438","0",
"3907","1981-04-04","1773","M","3109","Gamma-Irradiation until Death","","","","","","","10013.0","8","1335","438","0",
